gene	079_warmM	082_warmM	086_warmM	090_warmM	097_warmM	098_warmM	080_warmF	089_warmF	091_warmF	096_warmF
ENSMUSG00000035126	15	33	14	24	6	10	14	17	9	19
ENSMUSG00000035121	7	37	11	16	15	9	17	30	26	12
ENSMUSG00000110383	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075549	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110382	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075543	773	895	523	558	687	622	436	671	1240	765
ENSMUSG00000110381	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105316	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110380	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000049422	3909	5825	2806	3801	3426	4504	2424	4157	5750	3351
ENSMUSG00000110387	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105314	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115340	5	10	5	3	4	2	3	1	7	6
ENSMUSG00000103081	7	4	4	6	1	3	4	7	9	6
ENSMUSG00000105315	161	207	70	160	108	103	27	17	29	34
ENSMUSG00000110385	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038733	4628	5992	3318	4562	3638	3274	3078	3097	4223	3030
ENSMUSG00000110384	19	29	48	20	13	15	3	5	28	11
ENSMUSG00000097018	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105310	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108120	12	53	25	23	17	10	13	16	29	12
ENSMUSG00000115341	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078676	772	1075	663	760	634	660	543	730	794	540
ENSMUSG00000078677	0	1	1	2	0	0	1	0	0	3
ENSMUSG00000078674	1309	3055	632	1431	941	755	148	218	851	245
ENSMUSG00000078675	1023	1442	414	605	966	251	65	45	114	83
ENSMUSG00000078672	26178	56506	21233	25375	34980	51639	463	257	1031	301
ENSMUSG00000078673	488	820	317	449	1020	349	73	47	93	55
ENSMUSG00000078670	152	185	104	200	105	77	115	169	187	130
ENSMUSG00000004939	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004936	1157	1648	840	1026	706	673	598	938	1190	678
ENSMUSG00000004937	1873	2459	1356	1504	1356	1479	1089	1664	2104	1493
ENSMUSG00000004934	441	686	398	392	371	303	288	516	542	312
ENSMUSG00000004933	9	9	13	10	7	8	6	12	13	16
ENSMUSG00000004931	668	1339	666	711	458	378	465	938	960	456
ENSMUSG00000045215	9	7	2	3	6	2	1	4	5	3
ENSMUSG00000045216	4266	5871	3745	3107	2559	3549	2682	3769	5612	3099
ENSMUSG00000045217	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045210	1418	1918	1099	1351	1221	1181	991	912	1248	1089
ENSMUSG00000045211	177	193	126	112	53	66	67	102	164	91
ENSMUSG00000116907	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106426	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102818	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106542	2	15	9	7	3	2	2	11	7	15
ENSMUSG00000116905	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097012	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032473	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032470	156	226	100	136	97	109	82	116	164	118
ENSMUSG00000032477	143	211	118	186	115	95	110	83	127	102
ENSMUSG00000032475	564	682	364	470	416	342	314	294	419	431
ENSMUSG00000032478	169	284	111	182	142	104	97	122	240	115
ENSMUSG00000032479	2003	2583	1311	1945	1557	1274	1245	1747	2488	1618
ENSMUSG00000030103	1217	1851	1223	1208	729	1390	855	904	1674	1356
ENSMUSG00000001260	2	2	1	0	0	0	0	0	0	0
ENSMUSG00000030104	5667	7437	4115	5622	3841	2999	3465	5144	7159	4540
ENSMUSG00000030105	2116	2385	1203	1785	1493	1436	1321	1329	1726	1692
ENSMUSG00000030107	88	117	58	103	87	105	50	89	177	88
ENSMUSG00000076632	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076633	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100082	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086989	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074397	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000086981	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074398	4	8	3	5	0	7	2	2	1	3
ENSMUSG00000086984	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086987	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086986	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000084859	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084858	1	1	4	1	0	1	0	0	0	0
ENSMUSG00000084851	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084850	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084853	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084852	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084855	0	0	2	0	0	1	0	1	0	0
ENSMUSG00000084854	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000084856	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112560	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027673	1548	1882	1019	1374	1166	1072	875	1065	1266	779
ENSMUSG00000088622	0	1	1	0	0	0	0	1	0	0
ENSMUSG00000040195	158	219	137	129	93	101	107	165	225	119
ENSMUSG00000040197	0	0	0	0	0	1	2	1	0	1
ENSMUSG00000106503	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020803	1082	1220	647	1001	863	823	515	658	958	985
ENSMUSG00000020804	1	7	1	2	0	0	3	5	3	3
ENSMUSG00000055228	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024529	29	31	13	18	18	17	22	24	17	28
ENSMUSG00000024528	128	174	105	111	165	149	114	122	129	101
ENSMUSG00000106543	2	1	0	1	0	0	1	1	0	2
ENSMUSG00000050612	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000050613	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024521	14	10	19	7	11	9	15	17	12	9
ENSMUSG00000000131	1396	2039	1222	1487	1237	1161	1106	1750	1972	1184
ENSMUSG00000024527	2527	3037	1782	2360	1803	1658	1700	1956	2529	1865
ENSMUSG00000024526	0	1	0	0	1	0	1	0	0	0
ENSMUSG00000024525	111	101	64	73	54	70	41	50	73	37
ENSMUSG00000024524	22	32	18	23	24	9	15	16	27	18
ENSMUSG00000112266	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110125	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100087	3	1	4	0	1	1	0	0	0	0
ENSMUSG00000115348	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067219	22	14	19	18	45	7	649	536	999	655
ENSMUSG00000059734	1708	2175	1189	1546	1228	1174	1035	1490	1774	1341
ENSMUSG00000097211	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106501	3	5	0	1	2	3	3	5	4	0
ENSMUSG00000067215	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000061684	0	2	0	1	1	0	0	0	5	1
ENSMUSG00000112260	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100574	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020703	0	0	2	0	0	1	0	0	0	0
ENSMUSG00000056753	8	14	9	6	5	5	5	5	7	9
ENSMUSG00000056752	0	5	2	0	0	1	0	0	0	4
ENSMUSG00000061689	387	630	290	382	334	370	303	470	551	345
ENSMUSG00000100577	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041827	90	91	69	74	73	83	44	85	241	60
ENSMUSG00000100576	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100571	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041828	4923	8130	2848	7558	5960	4316	2938	3057	3339	3467
ENSMUSG00000081519	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100573	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081513	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031851	136	205	112	152	110	84	78	130	161	140
ENSMUSG00000081511	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081510	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081517	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081516	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000081515	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081514	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031853	208	343	205	253	168	130	185	286	412	287
ENSMUSG00000106507	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051258	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051255	89	93	49	65	109	93	50	59	54	35
ENSMUSG00000051257	0	0	39	0	0	0	1	0	2	0
ENSMUSG00000051256	526	675	338	558	299	282	256	343	431	298
ENSMUSG00000051251	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111147	2	3	3	0	1	0	1	6	10	3
ENSMUSG00000097216	0	0	2	0	1	0	0	0	0	0
ENSMUSG00000083851	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083852	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083853	13	12	4	6	4	1	6	4	5	4
ENSMUSG00000083854	4	3	2	4	3	3	3	4	5	2
ENSMUSG00000083855	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083856	9	16	5	9	4	5	7	8	7	8
ENSMUSG00000083857	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083858	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083859	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100162	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106505	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088543	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088541	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056281	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083732	0	0	0	1	0	1	0	0	0	1
ENSMUSG00000088547	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056288	2	2	1	0	1	0	0	0	1	0
ENSMUSG00000083734	4	15	5	3	6	3	5	2	6	7
ENSMUSG00000088545	0	1	1	1	1	2	2	0	0	3
ENSMUSG00000088544	1	1	4	0	0	0	0	3	1	1
ENSMUSG00000115029	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057156	139	204	105	114	123	109	76	116	121	112
ENSMUSG00000057157	0	5	2	0	1	2	0	3	0	1
ENSMUSG00000115028	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000082721	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082720	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082723	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082722	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082725	6	0	0	2	3	1	5	5	6	4
ENSMUSG00000082724	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000082727	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000082726	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000082729	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000082728	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052508	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052504	35	53	18	22	31	28	35	33	44	26
ENSMUSG00000108130	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118508	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084079	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084078	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084073	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084072	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084071	2	0	0	0	0	0	0	0	1	1
ENSMUSG00000084070	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084077	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084076	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084074	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081399	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085107	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100165	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103556	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053678	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103554	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081392	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103552	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004347	16	26	10	18	20	10	18	13	23	11
ENSMUSG00000106706	1	2	1	0	0	0	1	0	0	2
ENSMUSG00000106707	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000106708	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106709	2	4	5	3	7	11	5	2	5	4
ENSMUSG00000053675	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103558	3	16	5	4	9	6	3	2	4	2
ENSMUSG00000103559	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061306	2673	3986	1890	2460	2017	1731	1648	2245	2723	1988
ENSMUSG00000091577	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000093656	1	1	0	2	2	5	0	0	3	5
ENSMUSG00000093652	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093651	0	0	1	0	0	0	2	0	3	1
ENSMUSG00000093650	0	1	1	0	0	1	0	0	1	1
ENSMUSG00000108633	3	16	5	9	5	10	1	13	10	7
ENSMUSG00000093658	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000107071	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062649	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107073	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107072	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107075	0	0	0	1	0	1	0	2	1	0
ENSMUSG00000107074	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107076	2	6	3	0	0	1	2	5	1	3
ENSMUSG00000107079	2	4	1	3	3	2	2	5	2	2
ENSMUSG00000107078	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062646	1002	1431	801	1046	914	740	761	1044	961	954
ENSMUSG00000062647	7758	9812	5042	7012	7137	6724	3977	5305	8392	4314
ENSMUSG00000099039	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000036168	5	11	8	11	11	12	17	12	14	13
ENSMUSG00000036169	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000096029	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096028	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096027	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099030	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099033	1	1	0	1	3	1	0	4	5	0
ENSMUSG00000036167	595	850	388	489	474	335	341	399	533	387
ENSMUSG00000036160	341	495	292	312	249	224	221	244	285	259
ENSMUSG00000002210	298	489	291	238	207	231	200	285	475	253
ENSMUSG00000036162	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000096020	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101958	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101959	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091248	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101950	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076052	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101952	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000101953	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101954	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101955	6	16	7	8	3	7	3	9	4	5
ENSMUSG00000101956	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101957	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090270	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038416	635	820	404	609	515	461	420	586	774	530
ENSMUSG00000038417	494	612	366	485	438	392	340	402	494	318
ENSMUSG00000038415	174	479	447	381	138	222	257	168	203	246
ENSMUSG00000038412	940	1008	569	644	389	366	444	360	591	345
ENSMUSG00000097379	31	57	31	41	44	37	30	27	68	50
ENSMUSG00000100391	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097375	103	156	72	153	96	94	59	75	79	94
ENSMUSG00000037697	326	510	247	335	271	287	196	299	333	293
ENSMUSG00000100392	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097370	0	2	0	2	2	0	0	5	0	0
ENSMUSG00000097371	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038418	51	190	19	572	131	112	666	199	542	304
ENSMUSG00000037692	538	1084	531	520	292	248	321	603	528	455
ENSMUSG00000037594	13	13	10	8	5	15	5	8	13	0
ENSMUSG00000091794	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000008734	8	17	13	9	7	7	6	16	12	14
ENSMUSG00000089940	2	4	3	4	7	5	3	3	5	2
ENSMUSG00000098483	0	0	1	1	2	0	0	0	2	0
ENSMUSG00000091792	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112293	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076424	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000112291	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112290	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000112297	3	17	7	8	11	8	10	11	7	8
ENSMUSG00000112296	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112295	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112294	17	13	19	16	14	10	8	24	15	12
ENSMUSG00000090272	66	87	58	85	105	106	40	65	74	75
ENSMUSG00000112298	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072731	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116999	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000113748	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113749	0	1	0	2	0	1	0	1	0	0
ENSMUSG00000113746	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089941	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113744	0	0	0	0	0	3	0	1	0	0
ENSMUSG00000113745	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072739	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072738	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113740	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090547	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030643	356	540	274	484	340	273	787	722	440	786
ENSMUSG00000030641	10	23	6	18	19	8	24	13	8	19
ENSMUSG00000001741	38	89	50	83	54	51	53	60	100	57
ENSMUSG00000030647	1002	1272	696	872	569	512	654	981	1118	587
ENSMUSG00000090273	4	13	7	10	5	2	0	12	16	7
ENSMUSG00000030649	55	76	52	54	35	22	27	62	63	42
ENSMUSG00000096689	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096688	103777	153524	56050	75006	84544	53495	10215	8042	19826	8870
ENSMUSG00000096683	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096682	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096681	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096680	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096687	89	86	52	72	64	45	41	70	104	68
ENSMUSG00000096686	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096685	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096684	0	0	0	0	0	0	2	0	0	1
ENSMUSG00000063277	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011114	695	966	507	717	615	489	430	590	766	556
ENSMUSG00000063275	286	315	166	192	173	163	124	196	197	179
ENSMUSG00000063273	1596	1906	1009	1327	1370	1146	915	732	1125	985
ENSMUSG00000076399	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076398	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000090685	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000076396	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076395	0	5	0	1	2	2	0	0	0	0
ENSMUSG00000076394	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000090681	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076392	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011118	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000090682	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031590	495	486	288	432	413	403	323	246	340	423
ENSMUSG00000031591	769	961	562	793	669	578	585	638	967	934
ENSMUSG00000031592	970	1018	562	708	979	777	596	458	616	623
ENSMUSG00000031594	8380	6316	2945	4783	9190	2856	7526	7650	8439	6889
ENSMUSG00000031595	19	24	10	11	10	11	6	8	12	11
ENSMUSG00000031596	20512	27026	19998	23470	17384	20056	16833	28008	21342	18566
ENSMUSG00000055148	154	193	89	104	86	104	122	206	153	135
ENSMUSG00000063047	188	368	170	227	202	188	139	170	251	186
ENSMUSG00000037347	23	53	12	23	11	6	24	53	48	16
ENSMUSG00000037346	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000097084	2	2	0	0	0	0	0	0	0	0
ENSMUSG00000037344	361	850	507	569	312	299	320	740	781	413
ENSMUSG00000037343	585	704	394	520	553	480	350	399	454	404
ENSMUSG00000092268	6	28	14	21	20	11	7	12	14	10
ENSMUSG00000037341	4	7	4	1	1	7	6	13	9	5
ENSMUSG00000097081	1	2	0	1	2	4	3	0	8	0
ENSMUSG00000092265	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000092264	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092266	0	7	0	0	2	0	0	1	2	1
ENSMUSG00000092261	0	3	6	1	0	0	0	1	0	2
ENSMUSG00000092260	51	75	41	50	77	88	32	47	45	46
ENSMUSG00000037349	129	237	124	150	88	86	69	138	152	96
ENSMUSG00000037348	593	866	432	440	255	238	305	341	438	248
ENSMUSG00000104676	7	12	13	5	5	2	2	8	6	11
ENSMUSG00000104677	0	1	0	2	0	0	1	0	0	0
ENSMUSG00000104674	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019461	198	288	162	273	128	167	146	308	376	239
ENSMUSG00000104672	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019467	39	54	38	44	27	11	27	42	46	25
ENSMUSG00000019464	6	6	6	2	3	3	1	8	6	3
ENSMUSG00000104671	3	5	2	9	3	3	1	0	0	5
ENSMUSG00000096974	3	7	6	7	5	6	2	9	7	2
ENSMUSG00000096977	1	3	3	0	2	1	0	2	0	3
ENSMUSG00000096971	188	363	135	236	195	146	101	139	167	163
ENSMUSG00000096973	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104679	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048745	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096351	3	11	4	3	2	4	3	3	1	2
ENSMUSG00000048747	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073069	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111674	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000073062	70	59	39	52	48	30	57	33	56	31
ENSMUSG00000073063	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000073060	3	2	3	2	2	0	1	2	1	0
ENSMUSG00000102633	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000102634	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073067	5	13	15	17	5	9	3	11	14	10
ENSMUSG00000102636	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102637	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090535	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090534	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090533	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090539	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090538	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115740	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115741	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115742	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115743	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115744	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115745	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000115746	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115747	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115748	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107602	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099025	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000107603	0	1	0	0	0	0	0	0	1	1
ENSMUSG00000098908	0	0	1	1	0	0	2	0	1	0
ENSMUSG00000029608	2	3	3	1	1	0	1	3	4	0
ENSMUSG00000022659	5	4	0	5	2	1	0	2	0	1
ENSMUSG00000022658	1	0	0	1	1	1	1	1	1	0
ENSMUSG00000063897	286	536	264	197	123	129	157	381	371	172
ENSMUSG00000063894	545	852	388	564	625	507	405	498	681	485
ENSMUSG00000063895	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029601	5	17	5	6	9	10	2	2	9	7
ENSMUSG00000022652	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000022651	5	7	1	3	8	7	2	4	4	8
ENSMUSG00000029602	2	4	2	3	2	0	9	11	20	9
ENSMUSG00000029605	23	46	20	32	22	25	17	40	29	30
ENSMUSG00000022656	1564	2039	1053	1362	1329	1077	1242	1287	1250	1405
ENSMUSG00000029607	15	36	21	19	11	11	12	24	36	11
ENSMUSG00000093132	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000093133	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108393	0	1	0	0	1	0	1	0	0	0
ENSMUSG00000108392	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108395	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093137	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093134	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108396	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000108398	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093138	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000089948	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025929	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101223	0	2	1	0	2	1	0	0	1	2
ENSMUSG00000025925	320	364	240	295	297	259	217	211	273	277
ENSMUSG00000025927	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025920	163	232	129	147	147	145	145	118	181	136
ENSMUSG00000025921	945	1138	610	738	592	538	638	829	878	631
ENSMUSG00000025922	3	6	5	4	1	4	2	2	3	2
ENSMUSG00000118332	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000118333	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118330	0	1	0	0	0	0	2	0	1	0
ENSMUSG00000118331	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118336	0	0	1	1	0	0	0	0	0	1
ENSMUSG00000118337	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118334	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118335	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118338	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118339	0	3	2	1	3	1	2	3	9	4
ENSMUSG00000098907	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102095	228	357	238	315	343	389	83	236	220	170
ENSMUSG00000102096	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102097	3	13	3	0	2	0	3	3	3	6
ENSMUSG00000102090	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102091	0	0	0	0	0	0	0	0	0	0
