gene	078_coldM	083_coldM	088_coldM	093_coldM	095_coldM	099_coldM	081_coldF	084_coldF	085_coldF	087_coldF	092_coldF	094_coldF
ENSMUSG00000065523	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081162	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081163	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081160	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081161	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000081166	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081167	0	0	0	0	2	0	0	0	0	0	1	0
ENSMUSG00000081164	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000081165	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106634	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000106635	1	0	0	0	1	2	4	0	3	5	1	2
ENSMUSG00000081168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081169	0	0	1	1	1	0	1	1	2	0	0	0
ENSMUSG00000106630	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000106631	0	1	0	4	0	3	2	0	1	0	0	0
ENSMUSG00000106632	0	1	1	0	1	1	2	0	2	2	12	4
ENSMUSG00000106633	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085852	11	14	16	9	15	12	11	13	26	17	13	14
ENSMUSG00000085853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094539	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085851	3	0	2	0	2	3	1	0	0	1	1	0
ENSMUSG00000085856	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000085857	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000094533	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094532	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094530	2	2	2	146	186	7	195	128	174	1	222	173
ENSMUSG00000094537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061232	2585	1782	1615	1704	2255	1570	2049	1232	1977	1679	1175	1923
ENSMUSG00000094534	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000083454	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000083455	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083456	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083457	0	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000083450	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083451	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083452	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083453	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092184	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000102260	0	1	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000083458	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108567	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026009	3	8	2	9	10	2	10	2	5	3	15	5
ENSMUSG00000108562	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016758	167	103	162	66	106	122	93	78	69	77	28	72
ENSMUSG00000108560	2	1	1	0	2	0	3	0	1	4	2	3
ENSMUSG00000108561	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071510	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000016757	467	300	329	306	537	280	446	278	428	422	355	420
ENSMUSG00000016756	16022	9738	9757	8846	12912	10344	5497	2334	4812	3310	6675	3587
ENSMUSG00000108568	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117960	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045842	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099105	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036019	391	268	324	259	306	279	516	243	472	469	337	403
ENSMUSG00000099107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099106	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053477	629	427	386	498	755	502	626	416	599	626	453	540
ENSMUSG00000053475	0	4	0	0	1	0	0	1	3	1	0	0
ENSMUSG00000036013	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053472	5	3	4	4	3	2	0	1	2	0	4	1
ENSMUSG00000053470	653	438	638	723	732	871	555	312	583	547	408	490
ENSMUSG00000091481	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091483	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091486	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023079	772	512	533	565	801	519	582	369	513	535	410	496
ENSMUSG00000116174	9	1	4	3	5	0	2	2	4	7	0	9
ENSMUSG00000112013	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078249	133	106	123	129	181	89	136	105	185	164	86	269
ENSMUSG00000100770	0	0	1	0	3	1	2	0	2	1	2	1
ENSMUSG00000100777	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000100776	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100775	1	1	4	0	4	1	0	0	0	3	4	1
ENSMUSG00000100774	8	2	4	6	8	6	4	1	3	3	8	5
ENSMUSG00000100779	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078240	0	0	1	0	2	0	0	0	0	0	0	0
ENSMUSG00000078247	17	45	33	32	65	37	46	33	44	45	47	57
ENSMUSG00000096597	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000096596	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096595	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096594	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000096593	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096592	37	20	27	24	42	37	22	23	44	43	27	43
ENSMUSG00000096591	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096599	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014668	488	340	370	314	470	368	455	274	453	370	366	399
ENSMUSG00000099432	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017400	2	3	0	1	1	1	3	3	3	0	2	1
ENSMUSG00000017404	2628	1407	1352	1942	2888	1439	1883	1035	1441	1517	2065	1392
ENSMUSG00000017405	85	68	79	118	101	79	94	81	111	99	41	89
ENSMUSG00000118537	36	29	36	36	52	40	46	36	38	44	25	29
ENSMUSG00000107277	45	27	38	24	53	40	72	38	52	46	42	57
ENSMUSG00000107276	1	0	1	4	3	0	3	1	1	0	0	0
ENSMUSG00000054128	25	27	22	78	76	10	59	24	28	17	47	71
ENSMUSG00000107272	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000107271	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107270	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037761	135	96	110	98	151	78	189	104	155	143	150	126
ENSMUSG00000037762	66	39	49	75	69	40	75	38	79	73	47	79
ENSMUSG00000001632	364	444	326	349	581	403	425	302	495	400	397	466
ENSMUSG00000001630	536	420	335	347	576	348	492	266	426	394	418	310
ENSMUSG00000107278	1	4	5	4	8	0	5	2	1	0	0	2
ENSMUSG00000092687	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092686	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010755	909	606	568	519	828	620	719	417	592	544	500	485
ENSMUSG00000092683	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010751	23	14	15	32	25	15	40	20	16	28	24	26
ENSMUSG00000092680	0	2	0	2	5	1	1	0	0	3	3	2
ENSMUSG00000109389	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109388	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099819	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099818	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109381	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099812	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099810	5	0	1	5	2	5	5	1	7	3	3	1
ENSMUSG00000099817	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099814	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110879	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112012	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111713	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103204	1	0	0	0	0	1	0	1	0	1	1	0
ENSMUSG00000112509	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000118122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112503	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103202	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112501	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000112500	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112507	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112506	1	2	1	0	0	0	1	0	1	0	0	1
ENSMUSG00000112505	0	0	1	0	0	0	3	0	1	0	0	0
ENSMUSG00000045776	47	45	79	53	169	163	535	717	645	967	407	546
ENSMUSG00000103201	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023456	12464	7580	6984	6933	10604	6801	10238	6646	10028	8787	6613	9201
ENSMUSG00000023452	382	267	189	212	349	247	345	208	294	295	250	319
ENSMUSG00000015133	595	510	426	441	711	443	628	445	658	560	420	590
ENSMUSG00000025858	531	326	298	295	441	276	518	351	465	435	313	437
ENSMUSG00000062252	0	1	1	3	3	4	0	0	0	2	2	1
ENSMUSG00000062257	0	0	0	1	0	0	3	0	0	0	0	0
ENSMUSG00000025854	1441	1187	940	1085	1763	906	1660	1051	1431	1476	1235	1247
ENSMUSG00000025855	5	2	5	2	9	5	4	7	9	7	9	7
ENSMUSG00000025856	158	160	86	104	172	137	143	87	118	161	86	102
ENSMUSG00000025857	244	254	189	244	366	187	300	163	238	233	202	337
ENSMUSG00000021348	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021340	6072	3591	4644	4659	6408	4044	6649	4923	7272	6626	5366	6281
ENSMUSG00000021342	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116566	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021345	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021347	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031357	1662	1081	1161	1024	1437	1469	1793	1072	1631	1634	1379	1201
ENSMUSG00000031354	1	0	2	0	2	0	0	0	1	0	0	0
ENSMUSG00000031355	334	128	191	163	211	272	176	119	230	170	187	127
ENSMUSG00000031352	454	359	344	249	443	379	513	282	436	384	346	363
ENSMUSG00000031353	1641	1022	1057	950	1390	1215	1463	777	1249	1185	973	1150
ENSMUSG00000093228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031351	9	12	6	12	11	13	7	7	24	17	13	8
ENSMUSG00000093226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093227	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093224	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093223	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031358	829	557	585	548	898	730	761	433	725	673	641	657
ENSMUSG00000093221	0	1	0	0	0	0	2	0	0	1	0	0
ENSMUSG00000105653	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105652	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105656	0	0	1	1	0	0	0	0	1	0	2	0
ENSMUSG00000105655	12	15	17	15	22	14	20	10	17	10	6	14
ENSMUSG00000105654	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105659	3	1	5	4	0	7	10	3	8	1	5	8
ENSMUSG00000105658	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118028	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105814	22	33	19	10	9	7	34	22	20	10	14	17
ENSMUSG00000118026	0	2	1	3	0	0	3	0	1	2	0	3
ENSMUSG00000118027	0	0	1	4	3	2	2	2	1	1	0	1
ENSMUSG00000118024	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118025	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118022	0	2	0	0	0	4	2	0	2	3	0	7
ENSMUSG00000118023	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000118020	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118021	0	1	0	1	1	0	1	2	1	0	0	2
ENSMUSG00000094942	9	1	7	5	7	11	4	11	16	6	10	1
ENSMUSG00000094943	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094940	0	0	0	0	0	0	2	0	1	0	0	0
ENSMUSG00000094941	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094946	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094945	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094948	1	5	3	3	2	3	10	4	2	2	0	5
ENSMUSG00000105810	0	1	2	0	0	1	1	0	0	0	0	1
ENSMUSG00000029111	529	408	359	306	512	394	404	228	357	307	326	331
ENSMUSG00000029110	2980	2165	2324	2455	3506	2273	2782	1766	2662	2550	2416	3218
ENSMUSG00000029112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029119	1534	948	988	928	1308	990	1761	1041	1593	1498	1150	1636
ENSMUSG00000110619	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000110618	0	1	0	1	0	1	5	0	0	4	0	0
ENSMUSG00000110615	7	8	11	5	3	2	10	3	2	10	4	5
ENSMUSG00000110614	1	6	0	1	2	1	1	0	2	3	0	0
ENSMUSG00000110617	0	0	0	0	0	0	1	0	0	3	0	0
ENSMUSG00000110616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110611	2	1	1	3	1	0	1	1	1	0	2	3
ENSMUSG00000110610	0	0	0	0	0	1	1	0	0	1	1	0
ENSMUSG00000110613	38	42	35	55	75	33	52	40	77	75	61	91
ENSMUSG00000110612	0	3	1	0	2	0	3	1	0	0	1	0
ENSMUSG00000020439	128	160	124	126	225	90	198	84	183	175	151	171
ENSMUSG00000074346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038331	23	18	17	18	34	23	15	9	18	31	17	26
ENSMUSG00000038330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112669	3	3	7	2	7	5	1	1	3	2	2	3
ENSMUSG00000038335	373	383	239	236	334	324	399	248	326	316	294	274
ENSMUSG00000093726	0	1	0	0	0	0	0	0	0	2	0	1
ENSMUSG00000020431	29	21	23	19	31	10	15	22	28	13	26	9
ENSMUSG00000020430	720	567	509	538	807	462	658	386	580	581	487	628
ENSMUSG00000020432	4475	2650	2857	3059	4849	2188	6148	4161	5568	4967	4175	6582
ENSMUSG00000020435	22	20	16	23	21	12	57	20	42	58	21	69
ENSMUSG00000024064	6	11	11	4	15	8	15	15	22	21	9	14
ENSMUSG00000020437	33	28	33	44	68	49	74	44	66	58	28	59
ENSMUSG00000020436	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028648	473	260	212	572	755	129	738	414	580	326	576	600
ENSMUSG00000024065	2880	1576	1952	1795	2993	1863	2899	1950	2919	2458	2209	2675
ENSMUSG00000028642	8	4	7	12	6	4	5	4	12	11	3	4
ENSMUSG00000028643	88	78	61	73	112	57	97	57	108	94	79	123
ENSMUSG00000028640	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028641	554	422	369	325	595	376	637	410	610	518	433	524
ENSMUSG00000028646	1178	791	819	891	1207	876	992	601	1019	969	940	931
ENSMUSG00000028647	384	273	219	226	372	297	322	183	243	220	227	241
ENSMUSG00000028644	1	0	0	0	2	1	3	2	1	2	1	4
ENSMUSG00000028645	436	231	279	441	598	271	506	321	392	419	319	451
ENSMUSG00000102380	0	1	0	0	2	0	0	2	0	3	0	1
ENSMUSG00000022498	932	1090	692	619	1439	741	1105	678	1024	914	834	928
ENSMUSG00000102382	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102383	0	1	0	1	1	0	1	0	0	0	1	1
ENSMUSG00000102384	0	0	0	0	0	0	0	0	0	0	2	1
ENSMUSG00000102385	2	0	0	0	0	0	2	0	1	1	0	1
ENSMUSG00000102386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102387	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022491	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022490	0	0	0	0	0	0	2	0	0	1	0	0
ENSMUSG00000022494	1	0	0	1	3	1	1	1	0	0	2	2
ENSMUSG00000022496	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000108527	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028398	410	290	256	288	558	227	377	246	314	338	355	466
ENSMUSG00000028399	7356	4541	5228	5023	6809	5715	6144	3897	5675	5423	4204	4937
ENSMUSG00000028394	660	373	354	386	548	377	437	226	351	387	361	339
ENSMUSG00000025147	488	353	327	255	415	316	566	327	505	439	330	379
ENSMUSG00000028396	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028397	328	193	226	177	287	295	321	200	265	267	208	241
ENSMUSG00000025142	1495	1065	1058	998	1449	857	1579	1027	1504	1410	1069	1513
ENSMUSG00000028391	7	3	4	1	2	4	16	7	5	7	6	8
ENSMUSG00000025140	12	16	7	9	23	11	17	5	17	11	9	8
ENSMUSG00000025141	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000049832	4	1	0	0	3	0	5	5	1	3	1	0
ENSMUSG00000107183	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067929	12	17	12	8	8	21	19	4	18	12	10	14
ENSMUSG00000109645	0	5	0	0	1	0	5	0	1	3	0	0
ENSMUSG00000117450	0	0	0	2	3	1	1	1	2	0	2	0
ENSMUSG00000094305	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000532	524	366	459	415	524	415	540	394	624	649	366	608
ENSMUSG00000087106	0	0	1	1	0	0	0	1	4	0	1	0
ENSMUSG00000087107	1	1	5	2	5	1	5	1	4	4	2	3
ENSMUSG00000087104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103168	0	1	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000087102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103163	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103162	3	3	3	4	2	1	6	5	1	0	8	4
ENSMUSG00000103161	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000531	35	26	28	37	39	13	40	27	61	44	40	36
ENSMUSG00000103167	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103166	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087108	0	2	0	0	1	4	1	3	0	1	0	3
ENSMUSG00000087109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077282	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114618	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000114611	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114610	33	13	9	15	35	22	14	15	11	25	15	13
ENSMUSG00000114613	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094303	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114615	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114614	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000114617	3	2	0	4	6	1	3	2	4	0	5	2
ENSMUSG00000114616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032076	1446	943	884	1014	1394	882	1275	764	1039	1493	1299	1259
ENSMUSG00000032077	165	163	172	116	184	168	196	125	193	183	138	142
ENSMUSG00000067925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032078	1169	758	1207	1010	1220	1020	1055	776	1233	1336	848	1042
ENSMUSG00000032079	11577	8012	9989	6472	10205	6750	12413	7141	11829	13309	9345	16738
ENSMUSG00000116612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116611	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116610	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116617	2	1	2	0	0	0	0	3	0	3	0	4
ENSMUSG00000116616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116615	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000116614	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116619	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116618	0	1	1	0	0	3	2	0	0	0	0	1
ENSMUSG00000108788	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106589	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086050	4	4	5	5	11	4	7	3	3	4	5	5
ENSMUSG00000100996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036054	347	353	285	331	515	304	471	256	403	357	359	409
ENSMUSG00000060279	1007	737	634	674	1028	585	1025	583	952	791	669	926
ENSMUSG00000024436	480	359	300	388	558	351	411	207	349	313	381	386
ENSMUSG00000024431	4127	2598	2733	2503	3389	3309	3660	2314	3165	3247	2536	2832
ENSMUSG00000024430	103	120	118	154	145	106	87	62	83	85	70	65
ENSMUSG00000099140	0	0	0	0	0	0	0	0	0	1	4	0
ENSMUSG00000106580	0	0	0	0	1	0	0	0	1	0	2	0
ENSMUSG00000060275	1	0	0	1	0	0	7	0	1	3	1	2
ENSMUSG00000036057	798	661	621	488	879	478	938	427	722	692	542	839
ENSMUSG00000106586	0	0	3	0	2	0	1	0	1	0	0	2
ENSMUSG00000099144	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099147	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099146	798	564	633	570	685	644	537	361	424	519	652	457
ENSMUSG00000053730	114	79	93	67	125	66	118	38	93	107	75	108
ENSMUSG00000060121	285	189	211	193	272	242	280	172	268	213	243	201
ENSMUSG00000049168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005320	1356	1079	1157	1088	1732	1100	1711	953	1477	1524	1039	1522
ENSMUSG00000049164	358	293	189	265	388	356	399	242	301	355	224	241
ENSMUSG00000049160	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032925	8	7	9	4	6	0	7	2	11	4	6	2
ENSMUSG00000032921	0	0	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000105729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105728	1	6	3	4	8	3	8	1	11	1	10	8
ENSMUSG00000091373	3	5	0	2	1	0	7	2	0	4	1	1
ENSMUSG00000020395	12	3	3	8	8	12	17	5	20	5	6	14
ENSMUSG00000020396	9	5	5	6	5	3	6	4	4	4	1	4
ENSMUSG00000020397	292	269	186	189	313	267	344	193	315	238	285	247
ENSMUSG00000020390	2120	1284	1507	1302	1663	1592	1813	1118	1745	1710	1414	1478
ENSMUSG00000020392	277	226	197	166	236	226	246	147	231	255	152	218
ENSMUSG00000020393	471	348	394	393	502	312	469	313	531	461	355	494
ENSMUSG00000027162	1676	1146	1110	1165	1637	1144	1285	896	1306	1233	1073	1091
ENSMUSG00000027163	424	297	272	339	541	245	451	250	429	387	378	484
ENSMUSG00000027160	49	29	25	28	35	29	36	22	36	31	28	17
ENSMUSG00000089341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027166	136	118	93	98	140	88	166	98	121	113	108	87
ENSMUSG00000020399	4	5	7	3	5	5	4	1	11	11	3	7
ENSMUSG00000027164	835	606	709	769	1044	804	764	522	803	774	681	880
ENSMUSG00000027165	320	180	150	209	232	213	269	141	215	227	227	174
ENSMUSG00000091375	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117801	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105720	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077178	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077174	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077175	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077176	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077177	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077172	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094007	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105725	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094006	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000105724	0	2	1	0	1	0	1	0	0	2	1	0
ENSMUSG00000030562	615	329	489	373	301	548	33	11	42	21	15	27
ENSMUSG00000004637	212	122	154	166	266	142	227	102	196	167	174	191
ENSMUSG00000030560	3664	2191	2807	2404	4185	3108	6090	2777	4292	4171	4816	4127
ENSMUSG00000094004	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004054	1192	982	906	857	1279	688	1319	914	1249	1103	959	1366
ENSMUSG00000004056	3699	2312	2231	2111	2881	2189	3344	1996	3032	2607	2452	2711
ENSMUSG00000094001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117803	1	0	0	0	0	0	1	0	1	0	1	0
ENSMUSG00000077287	0	1	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000072672	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072673	28	30	20	17	37	9	34	11	23	8	20	20
ENSMUSG00000006567	979	749	799	881	1358	771	1397	821	1223	1322	913	1371
ENSMUSG00000072675	0	0	0	0	0	0	0	0	0	0	0	0
